,url,title,abstract,date
0,http://www.hurriyet.com.tr/gundem/chp-lideri-kilicdaroglu-pinar-gultekinin-babasinin-aciklamasina-iliskin-soruyu-yanitsiz-birakti-41703477,"CHP Lideri Kılıçdaroğlu, Pınar Gültekin'in babasının açıklamasına ilişkin soruyu yanıtsız bıraktı","Muğla Ula'da geçen temmuzda vahşice katledilen Pınar Gültekin'in babası, davadan vazgeçmesi için kendisine telefon açan milletvekilinin CHP'li Süleyman Girdin olduğunu açıklamıştı. Konu CHP Genel Başkanı Kemal Kılıçdaroğlu'na soruldu. CHP Lideri, ""Buna yanıt verdim zaten"" diyerek soruyu yanıtsız bıraktı.",31.12.2020
1,http://www.hurriyet.com.tr/gundem/devlet-bahceliden-sert-sozler-kovid-19un-mutasyona-ugramis-siyasi-turevleri-41703308,"Devlet Bahçeli'den sert sözler: ""KOVİD-19’un mutasyona uğramış siyasi türevleri...""","MHP lideri Devlet Bahçeli Twitter hesabından açıklamalarda bulundu. Bahçeli, ""Aşı konusundan tartışmaları kamçılayıp güvensizliği körüklemek isteyenler KOVİD-19’un mutasyona uğramış siyasi türevleridir. Bunlar acınacak haldedir. Milletimizde kuşku ve tereddüt uyandırmak, yalanı ve yozlaşmayı servis etmek ahlak ve vicdan krizidir."" ifadelerine yer verdi. MHP lideri,""Bir teröristin tutuklu bulunduğu cezaevinden tıpış tıpış çıkarılacağını söyleyen kimliksiz garabetler, 2020’de provokasyonlarına hız verseler de milli gönüllerde kaybetmişler, milli gelecekte tesirsiz bir gölgeden farksız olacaklarını şimdiden belgeleyip belli etmişlerdir."" diye konuştu.",31.12.2020
2,http://www.hurriyet.com.tr/gundem/esini-bogarak-oldurmustu-mahkemede-son-sozleri-pes-dedirtti-41703228,Eşini boğarak öldürmüştü! Mahkemede son sözleri 'pes' dedirtti,"İstanbul'un Bahçelievler ilçesinde 2019 yılında eşi Fatıha Mazouzi’yi (53) boğarak öldüren Cezayir uyruklu tutuklu sanık Hıchem Rached, müebbet hapis cezasına çarptırıldı. Rached mahkemede son sözü sorulduğunda, ""Ben ülkenizde böyle bir olayın yaşanmasından dolayı çok pişmanım. Hangi kararı verirseniz razıyım. Tüm içtenliğimle söylüyorum bilinçli yapmadım. Ben ölmeden önce eşimin mezarının nerede olduğunu öğrenmek ve onu ziyarete gitmek istiyorum"" dedi.",31.12.2020
3,http://www.hurriyet.com.tr/gundem/akilalmaz-sozler-birini-vurdum-ama-kim-bilmiyorum-41702957,Akılalmaz sözler: Birini vurdum ama kim bilmiyorum!,"Antalya'da yaşanan cinayet olayında dikkat çeken ifadeler ortaya çıktı. Borç alacak nedeniyle çıkan tartışmada Harun Algül'ü (36) av tüfeğiyle vurarak&nbsp;öldürdüğü iddiasıyla&nbsp;tutuklu yargılanan Serdar Can ve arkadaşı Aydın Eser'in ömür boyu hapsi istendi. Sanıklar hakkında hazırlanan iddianamede, Serdar Can'ın, arkadaşına ""Birini vurdum ama kimi vurduğumu bilmiyorum""&nbsp;dediği kaydedildi.",31.12.2020
4,http://www.hurriyet.com.tr/gundem/kardes-katiline-20-yil-41702687,Kardeş katiline 20 yıl,"10 Mayıs 2019’da, temizlik hizmetleri şirketi sahibi Behzat Taban’ın (54) cesedi, İstanbul Bağcılar’da, yanan bir otomobilin içinde bulundu. ",31.12.2020
5,http://www.hurriyet.com.tr/gundem/aylin-hoca-cinayeti-planli-mi-260-bin-tllik-delil-41702684,Aylin Hoca cinayeti planlı mı? 260 bin TL’lik delil,"Öğretim görevlisi Dr. Aylin Sözer’i boğazını bıçakla kestikten sonra yakarak öldüren Kemal Ayyıldız’ın, cinayeti planladığı ihtimali üzerinde duruluyor. Kemal Ayyıldız’ın, Aylin Sözer’in cep telefonundan öğrencisine para göndererek kuryeyle almaya çalışması, kardeşinin hesabına EFT ile 260 bin TL göndermesi cinayetin para almak için planlı bir şekilde işlendiği şüphesini kuvvetlendirdi.",31.12.2020
6,http://www.hurriyet.com.tr/gundem/aylin-sozeri-katleden-zanli-kemal-ayyildiz-tutuklandi-41702453,Aylin Sözer'i katleden zanlı Kemal Ayyıldız tutuklandı!,"Türkiye Aylin Sözer cinayetini konuşuyor... Maltepe'de İstanbul Aydın Üniversitesi öğrenim üyesi Dr. Aylin Sözer, evine gelen inşaat işçisi Kemal Ayyıldız tarafından boğazı kesilerek öldürülmüştü. Son dakika haberine göre, katlettiği Sözer'in cansız bedenini ateşe veren cani Kemal Ayyıldız, 'Canavarca hisle eziyet çektirerek kasten öldürmek' suçundan tutuklandı. Öte yandan, başsavcılıktan konuyla ilgili açıklama geldi.",30.12.2020
7,http://www.hurriyet.com.tr/gundem/annesini-rehin-alip-oldurmustu-akilalmaz-bahane-kahvaltiya-uyandirdigi-icin-oldurdum-41702316,Annesini rehin alıp öldürmüştü... Akılalmaz bahane: Kahvaltıya uyandırdığı için öldürdüm,"Dün Gaziantep'teki akılalmaz cinayetinin detayları belli olmaya başladı. İslahiye ilçesinde 55 yaşındaki annesi Vesile Dönmez'i pompalı tüfekle rehin alan ve öldüren Uğur Dönmez'in ifadesi kan dondurdu. Tutuklanarak cezaevine gönderilen Dönmez, annesinin kendisini kahvaltıya uyandırdığı için öldürdüğünü söyledi.",30.12.2020
8,http://www.hurriyet.com.tr/gundem/edirnede-evlat-vahseti-ifadeleri-ortaya-cikti-kaniniz-donacak-41702271,Edirne'de evlat vahşeti! İfadeleri ortaya çıktı... Kanınız donacak,"Edirne'nin Uzunköprü ilçesinde, evinden 3 gün önce çıktıktan sonra haber alınamayan ve sazlıklar arasında cansız bedeni bulunan Fatma Günay'ın (61) katil zanlıları oğlu Murat Günay ile komşuları Ercüment Arslan ile Jülide Aygün'ün yargılanmalarını başlandı.  İddianamede, Aykut Günay ile arkadaşı Ercüment Arslan'ın, Fatma Günay'ın öldürülmeden 20 gün önce önünü keserek, bıçak gösterdikten sonra, ""Beni Burada kessek, atmak, gömsek, hiç kimsenin ruhu dahi duymaz, seni burada kimse burada bulamaz"" dedikleri ifade edildi. Ayrıca sanıklardan Jülide Aygün, Aykut Günay'ın annesini ormanlık alanda başına taşla vurduktan sonra boğazını keserek öldürdüğünü söyledi.&nbsp;",30.12.2020
9,http://www.hurriyet.com.tr/gundem/aylin-sozer-cinayetinde-kan-donduran-ifadeler-isledigi-cinayeti-tum-detaylari-ile-anlatti-41702156,Aylin Sözer cinayetinde kan donduran ifadeler! İşlediği cinayeti tüm detayları ile anlattı,"Maltepe'de Üniversite öğretim görevlisi Aylin Sözer'in boğazını keserek öldürdükten sonra İstanbul Asayiş Şube Müdürlüğünde gözaltına alınan Kemal A. işlemleri tamamlandıktan sonra adliyeye sevk edildi.&nbsp; Şüpheli polisteki ifadesinde suçunu itiraf ederken Aylin Sözer'le 2009 yılında internet üzerinden tanıştıklarını iddia etti. Şüpheli olay günü uyuşturucu kullandığını aralarında çıkan kıskançlık tartışması sonucu Aylin Sözer'i öldürdüğünü belirtti. Olaydan sonra&nbsp; Aylin Sözer'in hesabından 260 bin lirayı kardeşinin hesabına EFT yapmaya çalıştığı tespit edilen şüphelinin, daha önceden basit yaralama suçundan iki kez polise geliş kaydı bulunduğu yakalandığında üzerinde 3 gram uyuşturucu madde bulunduğu&nbsp;&nbsp;öğrenildi.",30.12.2020
